Expiration Date,Policy Number,Effective Date,Policy Term,Customer _ Firm Name,"Customer _ Last name, First name",Company,Company Type,Cust #,First Named Insured's City,First Named Insured's State,Writing Company,Company Underwriter,Policy Notation,Policy Status,Policy Type Short Name,Policy Type,Policy Description,Bill Method,Total Cost,Full Term Premium,Policy Executive,Policy Representative,Policy Broker,Policy Division,Policy Branch,Policy Department,Policy Group,Lines of Business,Customer Contact Name,Customer Contact Residence,Customer Contact Business,Customer Contact E-mail,Customer Contact Cell,Business with Agency,Add'l Policy Exec 1,Add'l Policy Exec 2,Add'l Policy Rep 1,Add'l Policy Rep 2,Policy Sales Center Rep 1,Policy Sales Center Rep 2,Policy Id
2/15/2021,83167523,8/15/2020,08/15/2020 - 02/15/2021,,"Kihn, Evelia",Boehm Group,Insurance,29405,JACKSONVILLE,FL,Safeco Insurance Company of Illinois,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,854.3,854.3,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"FLOYD, LARRY ",(213)4474420 Ext:,,ann@kevinfloydphotography.com,(904)8138189 Ext: Larry,P,,,,,,,c0533240-f124-4eb6-93d3-57d88814a020
2/15/2021,616404210,8/15/2020,08/15/2020 - 02/15/2021,,"O'Connell, Trenton",Dach-Mosciski,Insurance,34551,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,325,325,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Pinkerton, Daniel L",(022)8117602 Ext:,,none,,P,,,,,,,b4c4fba1-6aa6-4607-a1df-49237247ea63
2/15/2021,72749992,8/15/2020,08/15/2020 - 02/15/2021,,"Zemlak, Jeffrey",Dach-Mosciski,Insurance,5732,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1468.71,1525,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Gunsaullus, Melita ",(193)6321590 Ext:,(904)2714324 Ext:,,,P,,,,,,,1711eba3-1d04-4b0f-9d67-abbfc3b0254e
2/16/2021,3.75E+13,8/16/2020,08/16/2020 - 02/16/2021,,"Runte, Forrest","Bashirian, Simonis and Cremin",Insurance,24694,Jacksonville,FL,Mercury Indemnity of America,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1016,1016,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,JoAnn Queen,,,,(904)3273835 Ext:,P,,,,,,,490ee5f8-08dd-44e3-b187-a959f483c5ac
2/16/2021,3.74E+18,2/16/2020,02/16/2020 - 02/16/2021,"Digital Broadcast, Inc. ",,Goyette Group,Insurance,27707,Gainesville,FL,The Travelers Indemnity Company of America,,,Renewed,WORK,Workers Compensation,"CA, FL, LA, MS, OK & SC",Direct bill,0,0,"Alexander, John",Prudential Office,,Erwin Insurance LLC,Jacksonville,Commercial,Business Unit,WORK,Jerralyn MacDonald,,(352)3778344 Ext:,jmcdonald@digitalbcast.com,,C,,,,,,,43aa8e9e-c0d7-4d3d-8029-3c505cee0d5a
2/16/2021,28171083372,2/16/2020,02/16/2020 - 02/16/2021,,"Streich, Elizbeth","Schoen, Treutel and Willms",Insurance,34647,MIDDLEBURG,FL,Wright National Flood Insurance Co.,,Mortgagee Bill,Renewed,FLOOD,Flood,1748 Landward Ln(Flood),Direct bill,899,1109,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,FLOOD,"Feliciano, Rodney & Lisa ",(525)0561882 Ext:,,rlafeliciano@yahoo.com,(904)5179205 Ext: Lisa,P,,,,,,,db8a7745-1a46-46d3-b945-76689c24d909
2/16/2021,807849080,2/16/2020,02/16/2020 - 02/16/2021,,"Streich, Elizbeth","Ullrich, Toy and Schmidt",Insurance,34647,Middleburg,FL,Heritage Property & Casualty,,Mortgagee Bill,Renewed,HOME,Homeowners,1748 Landward Ln,Direct bill,1219,1246,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Feliciano, Rodney & Lisa ",(525)0561882 Ext:,,rlafeliciano@yahoo.com,(904)5179205 Ext: Lisa,P,,,,,,,274f10be-05b5-4526-814d-6dcdb0f7eeb8
2/16/2021,534770508,8/16/2020,08/16/2020 - 02/16/2021,,"Larkin, Vance",Dach-Mosciski,Insurance,34785,Baldwin,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,930,930,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Edwards, Linda ",,,none,(904)7756020 Ext:,P,,,,,,,dab082d0-6930-415f-8a48-85d931671f6c
2/16/2021,5.81E+13,2/1/2021,02/01/2021 - 02/16/2021,S & S Alliance Partners Corp. DBA: Window Genie of South Jacksonville,"Kulas, Joan",Schiller Group,Insurance,34617,Fleming Island,FL,Security National Ins Co,,,Rewritten,AUTOB,Business Auto,,Direct bill,7556,7556,"Ellis, Janet",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Commercial Services,AUTOB,Marcus Jackson,,,southjacksonville.owner@windowgenie.com,,C,,,,,,,8703b1ae-05d4-47f3-aed7-adcae19e0248
2/16/2021,594870550,8/16/2020,08/16/2020 - 02/16/2021,,"Waters, Pamila",Dach-Mosciski,Insurance,28669,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1784.63,1769,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Johnson, Michelle ",(743)0502673 Ext:,,,,P,,,,,,,7e9c1ef3-8b16-4343-a08f-ac913c974401
2/16/2021,81548901,8/16/2020,08/16/2020 - 02/16/2021,,"Yundt, Elinore",Dach-Mosciski,Insurance,29860,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1049.14,1043,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Covington, Harry ",(331)7140103 Ext:,,,(904)4424162 Ext:,P,,,,,,,a8b0441d-5372-454d-be2c-bb263bc9ee8c
2/16/2021,704260807,2/16/2020,02/16/2020 - 02/16/2021,,"Casper, Byron",Lehner LLC,Brokerage,30793,BALDWIN,FL,Lloyd's of London,,Mortgagee Bill,Renewed,HOME,Homeowners,5914 Solomon Rd.,Agency bill,1473.4,1473.4,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"CHRISTMAS, KAREN A ",,(904)3302482 Ext:,karenac56@aol.com,(904)5022809 Ext:,P,,,,,,,4ca298a2-cf5a-42ca-aeb1-538247e66ad9
2/16/2021,226343,2/16/2020,02/16/2020 - 02/16/2021,,"Blanda, Paul",Bechtelar-Hilll,Insurance,34653,Jacksonville,FL,Prepared Insurance Company,,,Active,HOME,Homeowners,13718 WM Davis Pkwy W,Direct bill,1110,0,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,Kim Galiano,,,kim@galianomd.com,(904)7055854 Ext:,P,,,,,,,92ec7df6-d18a-4fb4-be3b-e6b02f804b56
2/16/2021,742576284,8/16/2020,08/16/2020 - 02/16/2021,,"Sipes, Melvin",Dach-Mosciski,Insurance,22928,St Augustine,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1748,1748,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Russ, Joesph F III",,,jruss3rd@yahoo.com,(904)5201157 Ext:,,,,,,,,2824f829-6e95-4102-9357-929275c2f234
2/17/2021,51105537660,2/17/2020,02/17/2020 - 02/17/2021,"Erwin Enterprises, Inc. ","Simonis, Jeanett",Paucek-Green,Brokerage,62,Jacksonville,FL,Ohio Security Insurance Company,,,Renewed,P,Package,,Direct bill,1930,0,Agency,"Travis, Tina",,Erwin Insurance LLC,Jacksonville,Commercial,Business Unit,"CGL,PROP","Erwin, Bob ",,(904)3911003 Ext:,bobby@erwininsurance.com,,C,,,"Alexander, John",,,,d14b2d74-afb6-4191-a00c-8b8a0fecaedf
2/17/2021,509712684,8/17/2020,08/17/2020 - 02/17/2021,"Fenolad's Installer Flooring, Inc. ","Barton, Aileen",Dach-Mosciski,Insurance,27644,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,697,697,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Gonzalez, Cristian",,,,(904)6541350 Ext:,"P, C",,,,,,,5be095dc-58ec-487b-8104-949367c24f5a
2/17/2021,2.87E+12,2/17/2020,02/17/2020 - 02/17/2021,"T-Square trailer Repair & Design, Inc. ","Boyle, Zachery","Graham, Herman and Littel",Brokerage,33772,Jacksonville,FL,Frank Winston Crum Insurance Co,,,Renewed,CGL,General Liability,,Direct bill,1031,0,"Alexander, John",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Business Unit,CGL,"Travis, Kevin ",(226)6640863 Ext:,,kevin.travis@rocketmail.com,(904)3051747 Ext:,C,,,,,,,9c4f86c2-ce00-49bc-a694-5dc940ae4dc7
2/17/2021,8720418651,2/17/2020,02/17/2020 - 02/17/2021,,"Parker, Nia",Herman LLC,Insurance,30154,NEWARK,NJ,Capitol Preferred Insurance Company,,,Renewed,DFIRE,Dwelling Fire,3357 Shauna Oaks Cir E,Direct bill,827,854,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,DFIRE,"LOUISSAINT, BERTHONY & MARIE ",(065)5111891 Ext:,(904)0000000 Ext:,totolouissaint@gmail.com,(973)8656907 Ext:,P,,,,,,,8e2558b7-c471-498c-83a4-f283c84c0c2c
2/17/2021,1.25E+11,2/17/2020,02/17/2020 - 02/17/2021,"DBA: Andrews, Ronald & Thelma Felder (1314 Grothe St)","Blick, Gayla",Breitenberg and Sons,Brokerage,10698,Jacksonville,FL,Lloyds of London,,Mortgagee Bill,Active,HOME,Homeowners,3870 Laurie St Jax Fl 32206,Agency bill,1327.31,0,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Felder, Thelma ",(313)8665253 Ext:,,,(904)6626953 Ext: Ronald,P,,,,,,,2d289476-75e0-4162-aac2-f16e752fc944
2/17/2021,647766332,8/17/2020,08/17/2020 - 02/17/2021,,"Murray, Malvina",Dach-Mosciski,Insurance,34065,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,612,612,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Walters, Eric ",(403)5378503 Ext:,,,,,,,,,,,b402c16c-91fd-4478-977a-35125491e35d
2/17/2021,3.79E+11,8/17/2020,08/17/2020 - 02/17/2021,,"Macejkovic, Daniel","Huel, Feil and Skiles",Insurance,32122,Jacksonville,FL,Nationwide Insurance Co of America,,,Renewed,AUTOP,Private Passenger Auto,UM rejected,Direct bill,957.41,1227.79,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Mendoza, Luis ",(563)5632658 Ext:,,no email,(904)5200114 Ext:,P,,,,,,,18942174-2f22-4851-afdb-f537c4c6ca85
2/17/2021,88840190,8/17/2020,08/17/2020 - 02/17/2021,,"Dare, Illa",Dach-Mosciski,Insurance,29564,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,2045.83,2252,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"NEAL, WARREN ",(566)8025788 Ext:,,,,P,,,,,,,a9ea4eae-bb9c-4c03-8bd3-556b05472c44
2/17/2021,245121255,8/17/2020,08/17/2020 - 02/17/2021,,"Goldner, Benito",Dach-Mosciski,Insurance,33683,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1079.66,1073,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Boucard, John Rudy",(681)3030671 Ext:,,johnb95@outlook.com,,P,,,,,,,d5905b42-2cc7-4512-9982-b371e2d37cbb
2/18/2021,631076743,8/18/2020,08/18/2020 - 02/18/2021,,"Smitham, Krystin",Dach-Mosciski,Insurance,19346,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1325.41,1092,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,Gar Address:12871 Ellis Island Dr Jax FL 32224,,,,,P,,,,,,,e06d6644-8c7a-4a3d-b1f5-9ab1afb92410
2/18/2021,3.68E+11,8/18/2020,08/18/2020 - 02/18/2021,,"Dach, Damon",Schiller Group,Insurance,34294,Jacksonville,FL,Security National Ins Co,,,Active,AUTOP,Private Passenger Auto,,Direct bill,0,0,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Sutton, Mckeela ",,(904)3533651 Ext:,keelachinaeyez@hotmail.com,(904)9236503 Ext:,P,,,,,,,76c3939a-fe07-4763-bf0c-e004030b3254
2/18/2021,402545527,8/18/2020,08/18/2020 - 02/18/2021,,"Fisher, Georgie",Dach-Mosciski,Insurance,14527,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,178,178,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Shedrick, Michael ",,,,(904)4406496 Ext:,P,,,,,,,99c377a1-ca19-4350-96b2-3afcb9437051
2/18/2021,8.24E+13,2/18/2020,02/18/2020 - 02/18/2021,,"Sipes, Trent","Braun, Bartell and Bergstrom",Insurance,28722,Jacksonville,FL,Universal P&C Ins Co,,,Renewed,HOME,Homeowners,5009 Kimbrell Dr. E.,Direct bill,1218,1245,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,Arlene Fox,(569)1274084 Ext:,,,,P,,,,,,,1f35469f-7374-4fb4-88b7-ed7052d031b6
2/18/2021,772438025,2/18/2020,02/18/2020 - 02/18/2021,,"Cronin, Grazyna",Herman LLC,Insurance,30104,JACKSONVILLE,FL,Capitol Preferred Insurance Company,,,Renewed,HOME,Homeowners,8455 Harrow Ct,Direct bill,1641,1641,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"KARST, THOMAS OR JESSIE ",(132)3039870 Ext:,(904)0000000 Ext:,,(904)0000000 Ext:,P,,,,,,,86a4956c-894f-46a8-a30d-66da97aa5fbd
2/19/2021,60130102,8/19/2020,08/19/2020 - 02/19/2021,,"Weimann, Johnie",Dach-Mosciski,Insurance,30083,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1476,1476,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"JOHNSON, PATRICIA B & WILLIAM ",,,,(904)2106759 Ext: Patricia,P,,,,,,,ef8e6e4d-856d-45d1-8d3c-2b21c33d50ee
2/19/2021,22139847,8/19/2020,08/19/2020 - 02/19/2021,,"O'Kon, Prince",Dach-Mosciski,Insurance,8393,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1124,1124,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Jackson, Bobby ",(756)4270856 Ext:,(904)7272436 Ext:,,(904)3079386 Ext:,P,,,,,,,9745c8b8-c9d9-4f38-b901-e45859bf9cf6
2/19/2021,20810952365,11/19/2020,11/19/2020 - 02/19/2021,,"Rolfson, Willene",Breitenberg and Sons,Brokerage,27628,Jacksonville,FL,Lloyds of London,,,Renewed,BUILP,Installation/Builder Risk (P),3605 & 3607 Park St 3mo VAC,Agency bill,476.6,476.6,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,BUILP,"Seashole, Michael",(504)4041046 Ext:,,,,P,,,,,,,e31dcec9-e228-4474-95b9-51a5f6e7790f
2/19/2021,19904436,8/19/2020,08/19/2020 - 02/19/2021,,"Littel, Lavelle",Dach-Mosciski,Insurance,8946,Orange Park,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1995,1995,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"SAMUELS, ROSE M",(472)8901892 Ext:,(904)3087359 Ext:,,,P,,,,,,,20b81be6-d0a5-4284-b60a-62178e538af8
2/19/2021,1.60E+11,8/19/2020,08/19/2020 - 02/19/2021,,"Cole, Freddie",Schiller Group,Insurance,17620,JACKSONVILLE,FL,Security National Ins Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1142,1142,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,800 Broward Rd #D203 Jax Fl 32218,,,,,P,,,,,,,f7dc6ffd-c755-46f5-8d38-1e22938fdb64
2/19/2021,8287250805,2/19/2020,02/19/2020 - 02/19/2021,,"Yost, Darwin","Braun, Bartell and Bergstrom",Insurance,20630,Jacksonville,FL,Universal P&C Ins Co,,,Renewed,HOME,Homeowners,182 W 61st St,Direct bill,1739,1766,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Goggins, Neptune & Curtis ",(490)7511318 Ext:,,,,P,,,,,,,45abc474-b716-427e-8b79-efc1142c21ef
2/19/2021,167538771,8/19/2020,08/19/2020 - 02/19/2021,,"Homenick, Linwood",Dach-Mosciski,Insurance,33218,Merritt Island,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,UM 3.12.20,Direct bill,391,391,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Garrett, Leta ",(093)4154488 Ext:,,leta.mae.garrett5@gmail.com,,P,,,,,,,070bf80d-c0c5-448b-890d-36db3adc99d7
2/19/2021,9191743762,2/19/2020,02/19/2020 - 02/19/2021,"Clearview Systems Integration Group, LLC ","Towne, Lashanda",West-Parisian,Insurance,34395,JACKSONVILLE,FL,Foremost Prop & Cas,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,372,372,"Ellis, Janet",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Commercial Services,AUTOP,"Olcott, Jr., David ",,,dolcottjr@gmail.com,(904)7082494 Ext:,"P, C","Drummond, Linda",,,,,,d32ea4f5-8edf-4ecc-8e69-be0fbc53b798
2/19/2021,25507780914,8/19/2020,08/19/2020 - 02/19/2021,,"Barton, Stephnie",Lind Inc,Insurance,35186,Jacksonville,FL,Direct General Ins Co,,,Renewed,AUTOP,Private Passenger Auto,UM-2/19/20 (App),Direct bill,806,806,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Price, Marie ",,,marie_price@ymail.com,(904)5254348 Ext:,P,,,,,,,cc0fabc3-28bf-4c36-923a-97c66a9343c7
2/20/2021,1.54E+15,2/20/2020,02/20/2020 - 02/20/2021,,"Purdy, Reyes",Ryan-Braun,Insurance,32080,JACKSONVILLE,FL,Federated National Ins Co,,,Renewed,HOME,Homeowners,6658 Gentle Oaks Dr W,Direct bill,1122,1122,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Williams, Jennifer ",,,hppywrk@netscape.net,(904)3529160 Ext:,P,,,,,,,bfb9c609-e9eb-4a59-948b-973b0b0943e2
2/20/2021,1523417817,2/20/2020,02/20/2020 - 02/20/2021,,"Stracke, Julius",Mitchell Inc,Brokerage,33685,Jacksonville,FL,Safe Harbor Ins. Co.,,,Renewed,HOME,Homeowners,12858 Old Field Landing Dr,Direct bill,735,0,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Monsorno, JoMarie",(062)8637417 Ext:,,jmonsorno@yahoo.com,,P,,,,,,,9021ad04-ec6f-4535-8acd-5f503a0ee141
2/20/2021,42139437805,2/20/2020,02/20/2020 - 02/20/2021,,"Mayer, Josue","Braun, Bartell and Bergstrom",Insurance,22521,Jacksonville,FL,Universal P&C Ins Co,,,Renewed,DFIRE,Dwelling Fire,8149 Lexington Drive,Direct bill,648,675,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,DFIRE,Contact Monica for Policy Inquiries 993-7226,,,,,P,,,,,,,fa0b8e06-8240-4c53-9c8d-e181a5ae21b2
2/20/2021,3.11E+12,8/20/2020,08/20/2020 - 02/20/2021,,"Murphy, Guadalupe","Bashirian, Simonis and Cremin",Insurance,6289,Jacksonville,FL,Mercury Indemnity of America,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,840,840,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Thomas, Kenneth & Cindy ",,,,(904)6737879 Ext: cindy,P,,,,,,,c72c4c0b-69a6-4fa4-91d2-c41766d223d3
2/20/2021,13506751,8/20/2020,08/20/2020 - 02/20/2021,,"Borer, Norine",Dach-Mosciski,Insurance,30606,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1381,1381,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Jackson, Robert Lee",(286)5732261 Ext:,,,(904)5371353 Ext: Nikki,P,,,,,,,e7721e47-58e4-4d73-b683-9aaceed0a52e
2/20/2021,517043581,8/20/2020,08/20/2020 - 02/20/2021,,"Lynch, Siu",Dach-Mosciski,Insurance,8311,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1811.03,1811,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Chatman, Pier L",(291)6381559 Ext:,,,(904)8945328 Ext: sister,P,,,,,,,255c772f-11cf-42b5-8f60-8886c492043d
2/20/2021,278296580,8/20/2020,08/20/2020 - 02/20/2021,,"Nicolas, Edith",Dach-Mosciski,Insurance,34678,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1343,1343,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Carroll, Ervin & Elizabeth ",,,,(904)2001976 Ext:,P,,,,,,,4fdc7e94-42af-4cd8-824d-547e8626f46d
2/20/2021,32160002720,8/20/2020,08/20/2020 - 02/20/2021,,"Blanda, Mohamed",Lind Inc,Insurance,2188,Jacksonville,FL,Integon Preferred,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1836,1836,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Crawford, Mary",,(904)7650083 Ext:,crawford_3@bellsouth.net,,P,,,,,,,759c47c4-3a98-4951-aa07-5146f3e5db90
2/20/2021,5571151,8/20/2020,08/20/2020 - 02/20/2021,,"King, Javier",Dach-Mosciski,Insurance,28681,Yulee,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1152,1152,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Jones, Mathew ",(653)8844028 Ext:,,mjones@imobile3.com,(904)3223038 Ext:,P,,,,,,,4fc8855e-b1d7-4da3-a5a1-4cfdacbd066d
2/20/2021,38338739,8/20/2020,08/20/2020 - 02/20/2021,,"Bergnaum, Tonie",Dach-Mosciski,Insurance,28682,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,728,728,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Maxey, Leonard ",,,,(904)5715918 Ext:,P,,,,,,,c2bfdf74-7a16-47e1-a72f-1f8d9432c544
2/21/2021,155745164,2/21/2020,02/21/2020 - 02/21/2021,"TNT Landscape & Lawn Maintenance, Inc. ","Sawayn, Brian",Lehner LLC,Brokerage,29055,Jacksonville Beach,FL,Evanston Insurance Co,,,Renewed,CGL,General Liability,,Agency bill,2785.15,0,Agency,"Travis, Tina",,Erwin Insurance LLC,Jacksonville,Commercial,Business Unit,CGL,Mailing Address: 50415 PO Box Atl Beach 32240,,,,,"P, C",,,,,,,f61d2bb4-f395-4d78-b57f-fb59be02e614
2/21/2021,118780118,8/21/2020,08/21/2020 - 02/21/2021,,"Walter, Galen",Dach-Mosciski,Insurance,30234,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1050,1050,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Newman, Jesse",,,,,P,,,,,,,e98573d0-7235-448c-8ba1-7401103d98e7
2/21/2021,332499257,2/21/2020,02/21/2020 - 02/21/2021,,"Okuneva, Eleanora",Dach-Mosciski,Insurance,34444,Maitland,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,2053.32,2019,"Unverferth, Adrienne",Agency,,Erwin Insurance LLC,Jacksonville,Personal,Private Client,AUTOP,"Norton, Brooks",,,,,P,"Norton, Judson",,,,,,0475695a-e644-4416-ad88-40d8b63385cf
2/21/2021,2.83E+11,2/21/2020,02/21/2020 - 02/21/2021,,"Olson, Winfred",Breitenberg and Sons,Brokerage,29966,JACKSONVILLE,FL,Lloyds of London,,,Renewed,HOME,Homeowners,2023 W 12th St,Agency bill,928.98,837,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Glover, Arries ",(622)2608517 Ext:,,,(904)4467723 Ext:,P,,,,,,,25159f44-9dbe-4ca7-beef-45fa03e7b398
2/21/2021,43848910,8/21/2020,08/21/2020 - 02/21/2021,,"Kassulke, Curt",Dach-Mosciski,Insurance,28905,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1342.55,1333,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Baker, Carrie ",,,mikesbabyclb@aol.com,(904)4726154 Ext:,P,,,,,,,500c44ab-c376-4d28-9589-386510dbc26d
2/22/2021,92871660132,2/22/2020,02/22/2020 - 02/22/2021,,"Blick, Robyn","Braun, Bartell and Bergstrom",Insurance,19872,Jacksonville,FL,Universal P&C Ins Co,,,Renewed,HOME,Homeowners,6257 Pettiford Dr E Jax 32209,Direct bill,1638,1665,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Givens, Marva ",(403)3831967 Ext:,,,,,,,,,,,406bfe35-ebc6-4f41-be4f-56ac131f3587
2/22/2021,418288616,8/22/2020,08/22/2020 - 02/22/2021,,"Baumbach, Brain",Dach-Mosciski,Insurance,12885,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,336,336,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Anderson, Ethel S",(445)6932014 Ext:,,,,P,,,,,,,e1fe74fc-d366-4e04-963c-e202cbeb8b5e
